year,actor,film,is_winner,is_tie,category,num_films
2020,Tahar Rahim,The Mauritanian,false,false,Best Actor,1
2021,Will Smith,King Richard,true,false,Best Actor,1
2021,Adeel Akhtar,Ali & Ava,false,false,Best Actor,1
2021,Mahershala Ali,Swan Song,false,false,Best Actor,1
2021,Benedict Cumberbatch,The Power of the Dog,false,false,Best Actor,1
2021,Leonardo DiCaprio,Don't Look Up,false,false,Best Actor,1
2021,Stephen Graham,Boiling Point,false,false,Best Actor,1
2022,Austin Butler,Elvis,true,false,Best Actor,1
2022,Colin Farrell,The Banshees of Inisherin,false,false,Best Actor,1
2022,Brendan Fraser,The Whale,false,false,Best Actor,1
2022,Daryl McCormack,"Good Luck to You, Leo Grande",false,false,Best Actor,1
2022,Paul Mescal,Aftersun,false,false,Best Actor,1
2022,Bill Nighy,Living,false,false,Best Actor,1
2023,Cillian Murphy,Oppenheimer,true,false,Best Actor,1
2023,Bradley Cooper,Maestro,false,false,Best Actor,1
2023,Colman Domingo,Rustin,false,false,Best Actor,1
2023,Paul Giamatti,The Holdovers,false,false,Best Actor,1
2023,Barry Keoghan,Saltburn,false,false,Best Actor,1
2023,Teo Yoo,Past Lives,false,false,Best Actor,1
2024,Adrien Brody,The Brutalist,true,false,Best Actor,1
2024,Timothée Chalamet,A Complete Unknown,false,false,Best Actor,1
2024,Colman Domingo,Sing Sing,false,false,Best Actor,1
2024,Ralph Fiennes,Conclave,false,false,Best Actor,1
2024,Hugh Grant,Heretic,false,false,Best Actor,1
2024,Sebastian Stan,The Apprentice,false,false,Best Actor,1
2025,Robert Aramayo,I Swear,true,false,Best Actor,1
2025,Timothée Chalamet,Marty Supreme,false,false,Best Actor,1
2025,Leonardo DiCaprio,One Battle after Another,false,false,Best Actor,1
2025,Ethan Hawke,Blue Moon,false,false,Best Actor,1
2025,Michael B. Jordan,Sinners,false,false,Best Actor,1
2025,Jesse Plemons,Bugonia,false,false,Best Actor,1
